text,label
我不怀疑任何人的实力，也不歧视任何人，我只是觉得河南人在教育上比较可怜，如果你不服，可以来河南试试，你敢让你未来的孩子在河南考试吗?,1
北京的 学的慢，无他，驾校自动挡车少,0
你真的接受过日本教育吗？这种老师能立刻被送进监狱里去。经过美国改造后的日本教育左的可怕，甚至2004年东京都教委推广学校唱歌国歌君之代被抵制的新闻简直络绎不绝。,1
原来都每一个现在能笑着的人，都哭过。我也是甘肃的，祝福你，也祝福我自己,0
我不是顶尖高校，一个普通一本，女医学生。,0
牛逼我就不信这种男的有女的能跟他过下去只能说活该一切都是咎由自取,1
答主东拉西扯也没说出来“美国亚裔地位低”不对在哪儿啊,1
行动格式：姓名：瓦尔拉性别：无年龄：2000种族：水元素属性：水物品：等级：39图腾：纯水元素魔法/武技/灵术：状态：地点（记得更新）：不知名洞穴行动：带着黑人问号，到处走走看,0
印度人均收入是中国四分之一哦,0
但冷静下来想想，我们不歧视黑人，我们对国人中的垃圾人和舶来的垃圾人一视同仁，我们只对人渣抱有敌意,1
我2017年就提出了一个质疑“为什么女拳文章里面的案例，一看就生气。,1
对新疆的羊肉又贵又好吃！我也是去了之后才发现的以前一直以为很便宜,0
我的建议是赶快找个女朋友，北上广土著、独生女，家里有2套房的那种,0
想到《还珠》当年那么红，里面部分台湾演员却背地里嘲笑内地人，真是恶心至极。说句不好听，真有点跪舔的感觉。求文中最后说的，被内地媒体封为青年偶像，却嘲笑国人的那两位台湾演员是谁？不想被当傻子,1
从小妈妈就过世了，爸爸娶了后妈生了一女一儿，感觉我就是个多余的，没有感受过家庭的温暖，，一个人在上海什么都是靠自己，还是羡慕你最起码有个妈妈,0
被人扒了当然不能删，他之前有好多更过分的都删了，还有他侮辱女性，公开场合开带色言论，这还立小仙男人设？还不许人反驳？,1
有的游戏需要安装，还有的比如跳楼少女，大舅都是直接玩,0
在旧金山湾区没有感到歧视。这边经济好，移民非常多，中国，印度，欧洲，拉丁美洲，东南亚。美国人也都是那些教育程度高，很开明有教养的。之前trump在新冠上一直甩锅中国，煽动反华，全美爆出不少攻击亚裔的新闻，,1
被人追得很烦的时候会很想要一个男朋友 难道是撩妹力负数的汉子出现了？,0
要回北京可能澳门大学真不适合她,0
和东北人打架？,1
如果我有你这样的女朋友，夫复何求？,0
因为男人恨女人＞女人恨男人,1
广东早些年确实存在歧视外省人的情况，现在就很少了。,0
黑黑洗脑能力可真牛逼，要知道被实行割礼就TM直接相当于残废啊，中国真有怎么没脑子的女人吗，,1
我不歧视河南人啊,0
还有黑人和南亚人， 以及深爱他们的中国女人...................这些人都可以出去,0
真要洗还是能洗的，动用人力物力把把黑人网站的揪出来，所有证据交给警察打击网络犯罪，最好能真抓到人。,1
是，贵州值的开发。我计划的贵州每次都是走到边边就有事放弃了，最近的一次是到了从江，赤水。,0
宁夏的还没到，不要急,0
女婿是个美国人，呵呵，不会是美国黑人吧，让说他们打 挺厉害的[捂嘴],0
卧槽(*｀へ´*)，印度人是用手擦屁屁的啊！！！！！谁他妈会给他用手摸脸，超恶心的好吧ヽ( ￣д￣;)ノ,1
河南和山东是两码事吧，要不要查查去年河南跟山东上缴国家税收扣除地方财政转移得到的净上缴收入再来说说。不然为什么会有东部省份养全国的说法,0
有些男人真的很恶心很恶心了,1
好像是一度君华的水煮大神，看哭了我，女主最后也挂了。,0
先入为主的推论根本说服不了什么，只能表现出你如果是受害者，你被捆绑的原因是这个。妄加定论，我一个男生都觉得你的行径恶心。,1
中国氐族也被认为是矮黑人但是颜值挺高的,0
我不歧视黑人，前提是他不来中国。,1
太恶心了这种男的,1
我也四川人，我也吃鸳鸯锅和微辣，你说的那是显示自己与众不同呢，连优越感都谈不上,0
我这暴脾气，谁要敢这样说我媳妇儿，二话不说上去肯定几个耳光，什么？男人不能打女人？打的就是她。素质？这样一个傻逼，居然让我跟她谈素质？,1
就是虚伪，什么政治正确到了亚裔这里就不提了。,1
个人觉得，您觉得国外种族歧视多么多么严重，有点类似于台湾人觉得大陆人吃不起茶叶蛋？,1
我可以问问最帅的那个有女朋友了吗......,0
华夏看着挺大，可是几个主要的核心区距离边缘太近，没有真正安全的地方。当初仅仅驻蒙苏军就已经让中央考虑放弃北京，现在一个驻韩美军兵锋就直指京津山东和江浙沪，台湾当面指向珠三角。如果放弃新疆西藏，就等于放弃了西北和四川，整个华夏退无可退只有灭亡,0
只有女人才不歧视白人吧,1
别听这群人意淫的批判，打开快手看看就知道连西藏的农民都会吹吹时政,0
不是黄种人不好看，那是你自己不好看吧？！毕竟是中国娱乐圈里，有白人基因的还是少数，照你这么说，还是一大部分的明星都不好看了？！ 刘亦菲，范冰冰，杨洋这都是中国基因，难道不好看？！只能说你自己偏见吧！,1
混血儿确实……聪明…有礼貌……和黑人混血的大量混血儿没给过我这种印象。而且您怎么钦定他们就聪明礼貌，这还不是靠父母双方的教育？,1
phD在读。 我不鄙视家庭主妇，甚至觉得她们高尚。,0
台湾人不是自我标榜有文化有素质看不起大陆人么，哈哈,1
为什么国家一定要让北方发展重工业，我是河南的，就一直让河南种地，天天被黑偷井盖，穷。,1
那你有哪里来的样本说明贵州人素质低了？,1
老实巴交的农民依靠种点香蕉来维持一家人的生活，付出的心血和劳动力不是那些觉得偷点香蕉没事的东北人能理解的，东北人给南方人的普遍印象就是满嘴脏话素质低下，村支书为了维护自己本村农民的利益我觉得没错，这要是早几年前的广西偏远农村，估计沙铳已经抬出来了。,1
"所以,我不明白那些为美国黑人受歧视抱不平的人是什么心态",1
我的男神商鞅尊称商君那你说君恶心算不算对我男神的侮辱,1
问个问题，你到底是害怕地狱，害怕承担所犯错误的责任，还是出于内心对自己良心与道德对自己的克制？就像只要说服香港暴徒相信自己所做的不会受到惩罚，并且绝对没有地狱，那他们依旧乐于为所欲为，因为他们心中的恐惧、威胁着他们的东西消失了,1
这都能扯到地域歧视，而且你也真敢黑啊，还没见过几个黑山东人的——出了名的死要面子活受罪，自己啃馒头，也不让朋友受委屈。要说文人和败类，兄台就别透露自己是哪里人了。,1
索马里女权比中国好十倍……,0
别逗了，狭面在任何国家都是贱相，好莱坞正面男性角色，纳粹标准雅利安人宣传画，哪个是狭面，你是热带矮黑人基因雄激素不足在那自欺欺人。蒙古脸不好不等于狭面好。,1
希望你能仔细思考一下你真正想要的是“女权”，还是中国梦的实现,0
果然还是要多了解才能去同情某件事情或某个人啊，以前总觉得黑人很可怜，之前（去年吧）黑人的什么活动还是什么运动，反正就是反抗歧视什么，,1
作为云南+河南混血的四川人，我一定是骑着大象牵着熊猫去偷井盖,1
女主也不能说婊高智商加有仇必报这种我还是比较欣赏，有些行为我不太理解可能就是所说的反社会人格，女二我是比较爱的～,0
是上海吗？上海恶心叫尼心,1
浙江卫视就是恶心,1
居住欧洲多年，感觉到中国男性对女性的尊重是欧洲不能比的。,1
多几个男朋友，哈哈,0
高考考到某外国语大学，由于不同的男女录取线，被同系女生毫无理由地指责自己是靠着下半身混进来的。,1
不能一竿子打翻一船人，就算是我们国内各省间，说偷井盖的，说黑人多的，说男人娘的，说当小偷的，说黑社会的，不也是赤裸裸的歧视？,1
为啥不拍男的不好查的情节，为了黑女性的，把污水泼到女人身上,1
晕死什么时候送珊莎给剥皮人了？那个女孩是苏珊小时候的玩伴，被有意充当临冬城的后裔送过去的，把她当成珊莎妹妹的身份。,0
我想知道你说的那个新疆的媒体工作者姐姐是不是姓黄？,0
必须喷。这不叫大大咧咧，这是没教养。男生之间脏话太多都是比较low的，何况男女之间,1
你能分清楚河南安徽河北山东青海甘肃内蒙和东三省的区别么？,0
不是我歧视黑人，而是黑人确确实实有点那个。,1
以前我们班有人复姓叫欧阳，或者上官，同学们就会嘲笑他们是日本佬，父母会觉得他们是少数民族。,0
搞自己人可以，搞外国人不行咯。上海房价炒的起来，外国房价炒不起来咯。,0
印度人民强,0
Rap不是一帮黑人劳动者，无力反抗，变干活边从嘴里吐出fuck.shit。本是同根生，相煎何太急。起码喊麦是国产吧,1
因为中国没有当奴隶的历史吧，这个送西瓜有强调黑人作为奴隶的意思,1
是的，很多女的就是喜欢给黑人和白人送。这是事实。,0
"为什么这个问题下面高票都是仇视女权，轻视女性的？,为什么会有回答冷嘲热讽说“男性受到歧视本质是男权问题”这种论点不成立？,当下的女权不过要求不要职场天花板、不要荡妇羞辱。这只是平等的要求。",1
刘妈妈跟刘亦菲气质超级像的，一看就是母女的那种,0
前两个不能更赞同我的两个女神答主么么哒,0
可能在美国人的脑子里，抵制中国是根深蒂固的，只不过莫胖子表达出来了，而且涉港或反中根本上跟他们没多大关系，但是这次黑人事件就发生在身边，与他们息息相关，人人都可能成为下一个人，所以比较重视，利己主义也正常,1
哎呦我去还有替太晚说话的哪！马英九执政的时候没去，菜英语执政我更不会脑抽了！我说简单点，对这个地方没好感。对这个地方的人没好感。可能有好人，可能是我没遇到。但是现实就是，我没遇到，导致我很恶心这些人。我遇到的台湾人让我对他们完全没有好感。,1
广西人现在生活在北方平时什么都吃,0
反正我觉得男孩纸穿毛衣又帅又温暖,0
真是一模一样，我也姓臧，自我介绍，西藏的藏去掉草字头,0
中国历史上可没大规模奴役黑人，一般人在道德上可没什么负罪感。说两句怎么了，有些非洲人在中国干的事本来就有问题。,1
桂林乌烟瘴气是旅游业扶贫了，但又没做好相关基础设施建设，缺少发展的眼光，希望能四川吸取教训吧，发展旅游业同时做好相关建设，还可以带动商业。,0
山东人多？保研多？别逗了，西大90%以上都是广西人，保研考研的大部分都广西人 你别有自我优越感你们山东很牛逼，牛逼你就不来西大了,1
肏你 算侮辱女性吗？就一个骂人的话，还想说多好听？,1
认识一个同学，哭和笑是一个效果的，每次他在哭的时候我们以为他在笑，每次他笑的很开心的时候，我们都跑过去安慰他（手动黑人问号）,0
哈哈哈，感谢，现在已经很好啦，找到一个不嫌弃我外貌的男朋友啦,0
兄弟，我也是山西某县，也是工程师，也在北京，不过现在还没时间找女朋友。,0
地域黑夜不是没理由的。我觉着河南人纯粹就是被以前的河南帮给弄坏了名声。,1
亲眼看到两个印度人用英语聊天。。,0
这种人别说河南人，人类都不配做。明明就事论事就好了，非要进行地域歧视，大家不都是中国人么？不都是曾经共患难的兄弟么？每个地域有自己不同的特色，但都有好人与坏人，坏事不是河南特有的！,1
有子女的老人可以作为病人持续供献医疗业[捂脸],0
其实很多骂河南的人，不一定是因为素质差，可能是看不起穷人罢了，大家知道，穷人=乡巴佬。 骂的越欢的越有可能没啥事业,1
卧槽浙江也有，但我根本不记得是谁给我讲过这个故事！,0
其实，你亚裔去跟白人国家竞争他们学校的名额不被歧视才怪,1
日本人或者高层精英们一直害怕中国进行报复，这也是人之常情。就如同你杀了一人，这人的儿子也知道你杀了他爹，你会相信日后这儿子不给他爹报仇。所以，只要还有国家存在，中日基本无解，同理，,1
大一回高中，数学老师以为华政在江西…,0
你错了，正是因为信息全面却做出这样的评价才能更说明评价者的无知，有着强于爱因斯坦的了解信息的渠道却依然犯错。“无意歧视只是尊重客观的种族区别”更是洗地者的无稽之谈，“印度人就爱强奸”“印度人就是这么无知”这种尊重客观？笑尿,1
说明了这个男人自制力太差！玩物丧志！,1
请问今天南京人和当年的南京人有啥关系？ 而司马懿时代的辽宁人是汉人祖先还是契丹先民你都没法确定。,0
东北人恶心,1
正经的说，白种人的优势是适合在高纬度地区生存，黑种人优势是适合在低纬度地区生存，而黄种人的优势是适合在中纬度地区生存,0
黑人应该怪自己人不争气！因为他们总是犯罪啊！！犯罪率高的可怕啊！,1
浙江卫视恶心！,1
这么好的一个女人这么就看走眼嫁给了这么一个恶心的人?,1
拉倒吧，性侮辱，性迫害的都是男的,1
所以说，女人要多点技能傍身，遇到这种人渣必须是离婚然后找人强奸他：）,1
咋说呢 网络暴力而已。。。疫情以前，河南人，东北人被黑被骂，发生疫情的时候 武汉人被骂，疫情快结束的时候海外华人和留学生被骂，现在又轮到大连和新疆人了。。。只能说现在一些无良媒体和网络大V，公众号之类的真的是为了流量无所不用其极，到处挑动矛盾制造对立！都是中国人，不要被这些吃人血馒头的人给忽悠成对立面了！,0
其实没别的原因，主要是我歧视黑人[吃瓜]。,1
我全职六年10个月，大宝8岁，二宝3岁，当初是因为没人帮忙带孩子选择的全职，现在生活满意。,0
对于杨安泽这样的二代亚裔美国人，我感到厌恶。当初杨安泽参选美国总统的时候，我就觉得如果他当选对中国打击比川普更加凶残，同时他也是亚裔，,1
求问墨尔本的功德林是City还是boxhill那家，十分想念小笼包。一直以为那家功德林是港台或者东南亚人开的，没想到是自己中国人，顿时感觉亲切很多。,0
遇见骂人的几乎都是中国人，包括台湾人，还是挺丢脸的,1
印度人黑人被歧视是因为体貌特征和汉人差距过大 按这个意思 和我们长得一样的日本人 韩国人 都受歧视喽,1
"打人还在全班面前无中生有,扮弱者大声嚎哭倒打一耙的女同学,我也见过,j人不以国度划分,[飙泪笑],不过当学生那会韩国小留学生,是有装大,动不动就说我们的毛病,很烦",1
对不起我认错，我是中国人，我爱国，我不能骂男篮，我要改过自新，中国队牛逼！,1
消除性别歧视（指女性优先）,1
意思很明显嘛，日本女人就像生动诠释了什么叫做虚伪，日本人嘛，,1
还好，在中国杀几个贱民才不会暴乱。治安一直很好，在伯明翰非市中心晚上都不敢出门，诶，还有隐约的种族歧视，诶，外国有什么好的。,1
哈哈哈哈 是的 辽宁人的口音特别好玩,0
非洲几十年来一直贫穷，根本原因还是大多数黑人懒散好吃懒做，又普遍花心滥交缺乏责任感，犯罪率也很高,1
底层的白人依靠警察来保护，底层的黑人沦为牺牲品…为什么不是反过来？,1
对啊我也很纳闷！为什么有的女生对男性的品德根本不在意呢？,0
说实话比起会跟你表面友好的日本人来说，在日那些阴阳怪气的中国人才恶心。,1
今年年初找到一处房子自己很喜欢，最后一切谈妥打算签合同。房东问我有没有女朋友，我说没有，房东说那不租给你了，说没女朋友的男的不爱干净不会爱惜房子。除了感觉性别歧视，还感到对单身狗的严重歧视。,1
你这有点矛盾？如果有人歧视黑人这算什么？你讨厌的人？,1
其实我发的那个网站不是啥回答，只是个诱导获取你ip地址的网站。现在我已经定位到你的真理地址了。浙江富阳是不是哈哈哈 别担心大哥，我只是在测试功能而已，看看小程序能不能运行。,0
也有印度口音较淡的印度人,0
这不就是性别歧视下的现象吗，如果大家平等对待自己的儿女，那么女儿结婚的时候也就会有来自父母的经济支援，就不会再有天价彩礼，不会再要求男性必须有房社会平等的看待男女，,1
我觉得这个问题对题主并不会有什么帮助，你知道她的取向，也不能对了解她有多少进步。,0
训练时长两年半的黑人士兵 喜欢唱，跳，rap，篮球,0
或者说R一直从没有经历过细石器的阶段。其实末次冰期结束之前的原始NOQ人群都不是现代的蒙古利亚人种即所谓“黄种人”的体质，Q是介于克罗马农和高加索之间的一种体质。而NO则是纯粹的克罗马农体质。,0
如果这是权衡利弊后大家选择欺负柳岩貌似更加恶心，捡软柿子捏算什么男人！,1
汉子型的女神,0
惊呆我了，这种陋习不应该抵制吗，你们身为女性为什么觉得这理所当然,0
你敢上去？上海人吵架老凶呃，你一劝他们就联手杠你啊，最重要的是！听不懂啊,1
而且，999个人不可能一心的，肯定会分化派别，比如保男派，杀男派，百合派，女权派，丁克派,0
"严重啊。,为啥不能表达自己的好恶？,不喜欢黑人就是不喜欢。本来中国没有黑人，结果你黑人非追到我们国土上，还让我们不歧视，不是自讨没趣？,我们要是喜欢黑人，古代就会有黑人了，就像我们古代就有白人一样。,我们自古以来就不喜欢黑人，",1
在知乎黑日本，答主也是有勇气。你黑人家的“精神国度”，人能不挑脚？ 答主也是厉害，要我肯定被这么多喷子恶心死。,1
30多岁的老处男当不起这个称号。,0
谢谢，很真实。我也觉得中国人背地里非议印度人其实挺蠢的。 我并非不想和洋人印度人混熟，实在是没那个能力，惭愧。,0
那也别笑吧，性别转换一个男的对你女朋友唱侮辱的歌词，你女朋友还笑,1
主要是熟了吧。我和一个印度人玩游戏也是，我也不知道我说的啥英语，可他全听懂了。。,0
然后在意大利旅游的时候遇到的菲律宾亚裔也是。。。那个妆emmmm 不过我同意你说的打扮随意，就是非常随意的紧身衣和紧身裤[捂脸][捂脸],0
我个人猜测可能和blues音乐有关，这种音乐最早是美国黑人创造的，内容很多都有涩情，长久下来估计就把两者联系起来了。,0
感觉地域黑的人是真傻逼，就事论事，东北人形象全让这些在外没素质和快手上一群自称自己是东北人的给毁了。,1
娘子还记得很早以前的佚名大人吗？这是四人共有的号，其中就是念，惟，愿，至于另外一个就不知道了。惟很少上，也是腹黑人物榜的一个。愿的身份还待定,0
"说明一下，可接受理性的观点反驳,但不接受关于我发的图里黑人外貌的负面评价/阴阳怪气,我个人认为在别人认为好看的图下进行负面评价拆台是很KY的，我分享好看的图不是为了听你说不好看的，不好看请你离开或者点个反对，",1
某些人不焦虑我们就不能舒服了，世界上守恒定律到处都有，你可以在家舒舒服服的享受一些服务就是建立在某些行业的焦虑之上，要不然他们也可以跟印度人一样,0
就只是想吐槽上海办证和派出所的各种大婶阿姨，态度实在是太差了。真不是性别歧视，态度不好的基本上都是女前台。,1
这个因人而异了，反正身处国外的我已经被各种中国国内各省之间互黑的言论淹没了，其中河南淹的最厉害。如果连自己人都要这样歧视那就确实太过分了。可惜他们一提到河南人永远是偷井盖，我也没办法往下接。,1
我哭了，当时的小男孩儿好勇敢[大哭],0
有很多女人就想体验被强奸的感觉。真的。漂流瓶里很多人都有。我也想强奸别人啊。可惜这欲望绝对干不过我的理智,1
你类比的不对，一个河南人在偷井盖，一个监管的人看见了，没管，让他把井盖拿走了，你说监管的人没毛病？,1
黑人最恶心,1
果然你长得好看怎么穿都好看 你长得那种风格天啊仙女吧,0
民权运动？问题是美国黑人貌似没被压迫啊,1
不是所有人化妆都是追求自然啊……橘色红色这种暖色系只是比蓝色紫色这种更适合黄种人才会更流行吧,0
为什么黑人不行，因为教育不行，为什么教育不行，,1
父系母系意义都不大，但是在有限范围内，用来科普足够了。十九世纪的时候人类学家就已经注意到了，中国人和蒙古人在外貌和体质上是不同的，怀疑蒙古人是纯黄种人，中国人有白人血统。,0
女拳们说教师招聘性别歧视，可去当体育老师男生竞争比女生大多了，它们怎么不去[大笑],1
是的呢，印度人只爱小米,0
屁，欧美我都生活过一段时间。你要论种族歧视，欧比美严重多了（美国近年对亚裔歧视也愈演愈烈）还有所谓“由于抢占工作而有的歧视不叫歧视”这是什么逻辑？,1
呃呃呃。你就说是不是还有人认为河南人都会偷井盖[好奇],1
只是把白人歧视黑人的帽子给亚裔戴上了罢了，从这一点看来，亚裔才是人人都能踩一脚的人群,1
能在欧美这样具有天主教和新教传统的保守国家，把保守派男人逼到一个个不婚，用同居生子大面积取代结婚生子，女权居功甚伟。 中国还没有保守的宗教情节呢，这一天会比欧美来的更快～,0
十年。。。。。。。能不能别用跨度那么大的照片来对比？ 星际之门系列的男主角，在拍了十季之后（正好是十年），完全能做一开始形象的爹了。 白种人老得快，这点他们是非常羡慕亚洲人的，他们觉得，三十岁到六十岁之间，完全看不出你们亚裔的年龄啊~~~,0
我觉得妓女恶心，随便约炮的男女都恶心,1
数据分析师偏业务一点方向的大体都女多男少了，为什么题主还要标明女孩子。,1
现实问题正如这位女士所言。但进一步探寻，是什么从根本上导致了黑人的高犯罪率。,1
咦，我怎么觉得贤惠这个词很好，一种雍容大气，通达聪慧，温柔娴雅，明快阳光的形象。,0
印度应该没问题吧，印度人都可厉害了,0
我不反对喝酒，喝多了自己找地方眯着去就行。但是我极端厌恶中国式酒桌文化，tm全是逼人喝酒。所以现在不管和谁吃饭，,1
说错了。上财在浙江最低录取分数线只比浙大低1分，其中上财分数最高的会计学专业要682分，这分数可以进浙大不少专业大类了，除了医学试验班和竺可桢这种。浙江老高考，上财分数比浙大还高，有一年好像跟上交一个分数。,0
可惜了，我看闽南有些东北馆子给的菜量也变得少了，估计是反正闽南人食量小也吃不完，但分量不大真心不爽，感觉吃了假东北菜。,0
广西小卵仔原地暴哭,0
你的观察sample太小了，如果你去过欧美国家，再对比日本，你会发现日本是一个精神不正常的国家。欧美和中国是乱，脏，并自由着，而日本是小气死要面子贼拉在乎别人怎么看他们，,1
一家一个样。姥姥不待见你，也许是因为跟你妈妈有嫌隙？爱女儿必定爱女儿一家，我觉得这是人之常情。,0
好像黑人群体里有一个词黑人之间是赞美，白人对黑人就是骂人,1
那是魔法少女林默娘，媽祖的 版動漫版，剛才查才知道有這號人物。我最喜歡的還是彰化福來鷹和高捷土撥鼠。,0
哈哈哈哈哈哈哈，我对象老铁，在米国酒吧喝酒，认识一个帅哥，帅哥有个亚裔的炮友，认识一周后，两人盛情邀请老铁去帮他们录像，还是小处女的老铁激动的拒绝了，到现在还后悔当年没去长见识,0
哈哈哈就是哇，和印度人做生意的很多,0
印度人能挂火车在印度就是优点,0
我就没有什么种族情怀。如果是白人或者黑人，从小在中国氛围里长大，接受的也是中国教育，那么除了肤色种族，和别的中国人也不会有什么不同。麻烦的只是第一代移民，没有什么归属感与文化认同,1
补充一点:你若是想强调，男生话语的侮辱性和贬低性是该批判的关键，那么言外之意就是该观念本身无碍只不过说出口了。那么你对该观念的批判存在不合理性。,1
心疼你 真的是打心眼里不喜欢黑人 说啥都不喜欢 这个种族真是 ……不想形容,1
我成都人在外地上学，身边人很多都是把这个当做口头禅，有一次和同学吵架她mmp，wrnmmp这些话没断过，我当时就动手了我俩直接就打到政教处了，打完了我才意识到她不是四川人不知道这句话的严重性,1
关键那些人(上海人居多)骂着我们没素质，低能，穷之类的，却不认为自己再说脏话还认为很高尚，以为自己高高在上。这才是我气的原因,1
城外的人想进去城里的人想出来，没加入外国军队的亚裔，都真以为自己是光荣的为自己祖国奉献，实际上自己成了猪八戒照镜子里外不是人，人家白人黑人瞧不起你，你的母国人民唾弃厌恶你，这种人有的陷入墙头草，,1
主要还是教育问题，还有审美问题，黑人人多，现在广州大部分还是第一代原生态黑人，他们没有受过中华文明教育，长的也不美。,1
得了吧，你会因为在网上和拳师撕x，结果线下莫名其妙遭遇袭击吗。美国已经有好几个亚裔因为种族歧视而引发的暴力死了，,1
中国设定民族县的标准是少数民族达到30%，除了新疆西藏所有的民族县几乎都是汉人占大多数,0
漆黑人格代码，之前吧里有帖子的。用的是长接力队，可以高成功率不sl不吃药过。我试了一下五次能成功四次，还有一次是被对面暴击翻盘。用的是铁面忍者水日月三伊布天蝎王和三头龙。你搜一下应该能搜到这个帖子,0
还有，要是青海民族大学金融硕士毕业学历，在江苏能够认嘛，回来工作干什么呢？怎么规划比较好呢？,0
是个好妈妈，以后我也这么教育我的儿女,0
NBA球员进入联盟时都会上培训课，就包含了去外面潇洒时一定要带套，而且套还得带走。毕竟很多球员都是四肢发达头脑简单的，尤其是黑人球员，比如霍华德就有很多私生子，但是他比较聪明的是所有的私生子都有抚养权，这样就不需要付抚养费。,0
前几天被提名全球最英俊男人，我真的是恶心到了,1
我身边的朋友，凡是去旅游的，都不会歧视当地黑人；凡是去做生意，需要雇佣当地人的，都歧视黑人...很多雇主歧视的不是肤色，而是懒。另外，,1
我们单位原来雇了一个英语教育硕士的白人外教，单位周边一酒店媚外请他去入住。外教不但免费入住了还要求酒店提供免费洗衣服务，酒店不肯，,0
一个河南人笑出了声,0
哈哈哈哈哈山西人很热情朴实,0
说好的天津口音呢？介尼玛神了哈！让您嗯都猜着了，倍儿准。怎么着，向喝额出对详，那您得又扯又房……,0
不能同意更多。每一个白皮都是根深蒂固地看不起黄种人的，区别只是如何体现。固然存在由于教育背景和消费层次的不同，有些人隐藏得深一点，但是这种扎根于思维的东西是永远存在的。注意“歧视”二字有一定的误导性。,1
作为安徽人 表示安徽的口味还是偏重的 虽然说可能比不上四川湖南一些城市哈哈哈哈,0
享受云上贵州的好服务。 哈哈哈哈哈哈哈哈,0
"你看到的是一些传统的犹太家庭，也有许多这样传统的亚裔家庭保留了自己的习俗。然而你没有看到的是更多的被现代化完全融入世俗社会的犹太人，因为他们是美国人，这个\""犹太人\""的属性已经不那么重要了。",0
你这歧视黑人6的一批,1
生化环材真的太惨了，清北博士读下来在北京月薪上万都费劲。,0
合着那些人就是主流？现实中有几个人敢这样大放厥词，搞种族歧视，有几个人说印度人越南人是劣等民族？,1
呵呵，所以全国只有内蒙古人抽烟？这都要地域黑？你有什么资格歧视内蒙？嗯？,1
这不是小事吧？这男的有毛病啊，出去旅游不照顾女生，反过来让女生辛苦。丢人,1
我是河南人 读大学的时候遇到过地域歧视,0
我觉得女神外在和内在还挺搭的呢，有趣的灵魂还是能从笑容里看出一点,0
好的，明白了，男杀女给男的洗地是和杀人犯共情，女杀男给女的洗地是大男子主义,1
老高其实说的是徐州话，虽然和山东话很像！,0
然后去美国找开出租车司机的叔叔。。。然后当上瑜伽教练。去了一家儿子打游戏，女儿要去选秀，房子主人什么都不干却又很多钱的女主人家当私教？[惊喜][惊喜][惊喜],0
还有什么直男直女，哎，现在的人是都弯了吗？明明直就是指异性恋啊，为什么成讽刺人的了？,1
劝你还是别去吧，我事务所出来的，参与过内蒙古的一个项目，两个月，一天都没休息过，每天早八点到晚上11点，离开审计行业，晚上不加班，感觉真好，工作是为了生活，如果你喜欢这种忙成狗的感觉，可以当我没说,0
小哥哥，我是2019内蒙古文科生，如果想学俄语，去吉林大学读本科，然后考北外或者上外的研究生，以后就业情况如何？,0
南方人冬至也吃饺子（好吧，其实湖北应该算中原地区南北方习俗都有 ）,0
不然屠夫怎么死了他女人都不回去悼念的？似乎是痛恨？不是他出轨吗？还是因为屠夫送了那个绿戒指，精神出轨。,1
华北人民表示反对，其实中国整体都是比较重男轻女吧，只是看能不能赶上比较开明的父母,0
中国没男人吗？我不喜欢黑人。反正不会接触。,1
女生直播手臂小腿没有伤，已经澄清不是打人。是语言暴力。不过现在是女权的狂欢，真相已经不重要了,1
青岛给个面子，上海骂了20分钟跑了 新闻上都挂号了,0
没明白，为啥仇日抵制日货就不能向日本学习了?你开个日本车买盒日清方便面就是理性爱国了?,1
你在搞笑吧。 你所谓的30%家暴女性里面，有几个的是大城市独女，有几个是婚前有房的？,1
哥们儿，马上她回你下一句，你看你还跟我顶嘴，你就是没智慧的男人。,1
上次我外甥女换牙我也是这么干的就剩一根小肉丝了一直喊疼,0
这和哪个地方的人没有关系，人有黑白两面，即便你的亲戚也有好人坏人，何必用个体代表整体，你只是遇到了一个让你不爽的室友而已，没必要把鄙视河南作为拔高文章的亮点，也不必要把贬低河南人作为标榜自己高尚的外衣。对了，我是河南人，我骄傲！,1
我就是河南的，有什么好杠的，不练听力本来就是相比其他省的学生听力弱，听力不高4级分也有影响，你说话火气那么大有意思吗,0
某上海人觉得济南是落后的乡下地方，和某些济南人觉得上海人是盲目自大的，都属于刻板印象的范畴。,1
希望男黑人可以继续穿越~把卷毛穿越带回来~,0
恭喜这位黑人大姐领悟到了跟我一样的人生哲学。,0
假如近代以来，没有以中国，日本为首的亚洲黄种人国家崛起，这帮西方国家，必然会将让我们和猴子产生1万种联系。,0
据我所知。黑人的皮肤是最细腻的吧,0
反对地域歧视，可是楼上那起案子就是河南人干的。,1
再nb的辅助也预判不了ad吃泰坦钩子这种事，除非时光倒流，鬼知道ez会不交e，而且玩辅助老想着挡技能，队友会以为你在送，除非是斩杀技能，或者女警烬这种。,0
香蕉人永远不明白或者不愿意明白的几个事实：1阿妹利卡是一个伪装的多民族融合国家，实际上统治阶级只有白人，而黑人、印第安人、南美裔、亚裔等等永远是低等人，而白人对待异族的方式只有掠夺、屠杀、奴役，剥削。,1
我在东北呆过，我认识的东北人真就没你这样扣扣搜搜的,0
当家庭主妇不是婚姻给了我勇气。,0
宁就是支持堕胎法案的那群憨批之一？[好奇]就因为 孩子是无辜的 这句p话所以帮强奸犯抚养孩子还成了受害女性的义务了是吗？,1
